"","file","reference","doi_url","key_facts_paragraph"
"23","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2212041625000786-main.pdf","Grêt-Regamey, A., Saunders, J., Edwards, P., Richards, D., Alemu, J.I., Bhatia, N., Carrasco, R., Drillet, Z., Fung, T.K., Gaw, Y.F.L., Jaung, W., Law, A., Leong, R.A.T., Lim, A.Y.M., Masoudi, M., Nathan, Y., Oh, R.R.Y., Ooi, W.T., Shaikh, F.E.A.S., Song, X.P., Tan, C.L.Y., Tan, P.Y., Wicki, S., Wong, L.-W., Yan, Y., Yando, E., Yee, A.T.K., Zhang, J., Friess, D.A. (2025). The pluralistic natural capital values of a tropical city. Ecosystem Services, 76, 101774.","https://doi.org/10.1016/j.ecoser.2025.101774","Nature in cities is essential for human well-being, yet quantifying and valuing the goods and services provided by nature to city dwellers is often missing in tropical contexts. This study presents the first Natural Capital Assessment (NCA) of a tropical city, focusing on Singapore, to understand the services provided by urban ecosystems. The NCA reveals three critical insights: first, the reliance of Singapore on nature for climate change mitigation through regulating services; second, the identification of intact natural areas as the most valuable assets; and third, the importance of nurturing connections between urban residents and nature for sustained care and conservation. The study highlights the significant role of urban nature in enhancing quality of life, particularly during the COVID-19 pandemic, when access to green spaces was crucial for physical and mental well-being. It emphasizes the need for effective management of urban ecosystems in tropical cities. The NCA employed a pluralistic approach to valuation, combining monetary methods with socio-cultural techniques to assess the importance of ecosystem services. This approach is essential for integrating the full value of urban nature into public policies and management practices. The assessment included a comprehensive analysis of ecosystem services across Singapore, utilizing diverse data sources such as satellite imagery, social media, and nationwide surveys to quantify the supply and demand for these services. Key findings indicate that Singapore's natural assets significantly contribute to environmental quality and hazard mitigation, reducing mean air temperature by up to 3.6 °C, improving air quality by removing 3.7% of PM10, and mitigating nutrient runoff. The study also found that urban natural assets play a vital role in providing cultural services, promoting physical and mental health, and facilitating unique cultural experiences. A 1% increase in tree cover was associated with a 3.5% improvement in mental health. Provisioning services in Singapore are limited due to reliance on imported food, but local production of leafy vegetables and medicinal plants is significant. The maritime industry also relies heavily on sea-space for anchorage and navigation. Public perceptions revealed strong preferences for regulating services, particularly temperature reduction and air purification. Accessibility to green spaces and their integration with cultural heritage sites were important factors influencing these perceptions. The NCA provides valuable insights for policymakers, emphasizing the need to protect remaining natural habitats, integrate nature into urban design, and ensure equitable access to the benefits of nature for all residents."
"24","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/2008nis41-49.pdf","Wee, Y. C., & Hale, R. (2008). The Nature Society (Singapore) and the struggle to conserve Singapore’s nature areas. Nature in Singapore, 1, 41–49.","","After Singapore's independence in 1965, five nature reserves were established, totaling 1,940 ha. These reserves were managed by the Nature Reserves Board, which included representatives from the National University of Singapore and the Public Utilities Board. Development pressures soon led to the release of mangrove reserves for urbanization, and parts of the Central Water Catchment were excised. The status of the Labrador Reserve was downgraded to a nature park. The Malayan Nature Society (MNS) was formed in 1954, focusing on educational activities. By the 1980s, interest in nature conservation grew, leading to increased membership and the formation of a formal Bird Group. In 1986, Richard Hale discovered the Sungei Buloh area, which was later proposed for conservation. The MNS-S prepared a proposal highlighting its ecological value, leading to the establishment of Sungei Buloh Nature Park in 1989. The MNS-S developed a Master Plan for Nature Conservation in Singapore in 1990, which was well-received by the government and consulted for policy planning. The MNS-S received the Green Leaf Award in 1991 for its contributions to environmental protection. However, subsequent conservation efforts faced challenges, including the loss of Marina South to development. The Nature Society (Singapore) (NSS) was formed as an independent entity to advocate for conservation without foreign affiliations. A campaign against a proposed golf course in a nature reserve successfully halted the project. The early 1990s saw increased international focus on environmental issues, culminating in the Earth Summit. Singapore committed to setting aside 5% of land for nature conservation. The National Parks Board was established in 1990, leading to improved collaboration with the NSS and a focus on biodiversity conservation. The NSS faced challenges in maintaining academic involvement and adapting to non-confrontational advocacy strategies. The Chek Jawa area became a focal point for public conservation efforts in the early 2000s. Volunteers played a crucial role in raising awareness about Chek Jawa's biodiversity, leading to a reprieve from development plans. The NSS's involvement in marine conservation faced setbacks, particularly with Project Noah, which aimed to deepen a lagoon rich in marine life. The NSS aims to unite various conservation efforts in Singapore, emphasizing the importance of public support and professional collaboration in conservation work. The report from the United Nations highlighted the urgency of preserving biodiversity, stressing the need for continued vigilance in protecting nature reserves. The NSS has evolved to work with new conservation organizations and net-based activists, recognizing the changing landscape of environmental advocacy. The experience with Chek Jawa illustrates the power of public opinion and outreach in conservation efforts, particularly through modern communication channels. The NSS continues to advocate for nature conservation in Singapore, emphasizing the need for a strong, united voice in the face of ongoing development pressures."
"25","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/A_1007060728210.pdf","Yuen, B., Kong, L., & Briffett, C. (2000). Nature and the Singapore resident. GeoJournal, 49(4), 323–331.","","Singapore has undergone rapid urban development over the last thirty years, transforming from slums to a city of gardens and high-density housing. The 'garden city' concept was introduced to guide this development, leading to the creation of parks and park connectors, which are green linkages between parks and other land uses. The greening of Singapore began in the early 1960s with a tree-planting campaign initiated by then Prime Minister Lee Kuan Yew. This effort aimed to combat urbanization and create a garden city filled with greenery, resulting in a significant increase in open spaces and parks over the decades. Park connectors are linear open spaces developed along drainage reserves to connect major parks and nature areas across Singapore. They serve as nature trails with jogging and cycling tracks, linking residential areas and educational institutions, and aim to enhance public access to green spaces. A research project initiated in 1996 examined the wildlife and habitats in park connectors, focusing on human-nature interactions. The study utilized focus group discussions and surveys to gather data on residents' views and experiences with nature in these connectors. The household survey at Ulu Pandan Park Connector revealed that 41.3% of respondents had used the connector at least once, primarily for exercise. However, only 34% were aware that it was part of the island-wide park connector system, indicating a need for better public awareness. Residents generally view nature positively, associating it with well-being, although nonusers are less likely to enjoy contact with greenery and wildlife. Many expressed fears about potential dangers in natural areas, which may affect their willingness to engage with nature. The study found that while users appreciate the beauty of nature, they prefer to observe it from a distance rather than engage directly. This raises questions about how to enhance the experience of nature in urban settings. Design preferences for park connectors included wide paths, well-shaded areas, and a variety of vegetation. Users favored paths that could be entered at multiple points and were separated for walking and cycling. The research highlighted a generational gap in interest towards nature, with younger Singaporeans showing less affinity for natural environments. This trend raises concerns about future empathy for nature among urban residents. The findings suggest that park connectors should not only provide recreational spaces but also protect and enhance ecological features. Education programs and on-site information could help bridge the gap between urban residents and nature."
"26","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/Conservat Sci and Prac - 2023 - Lamperty - Rewilding in Southeast Asia  Singapore as a case study.pdf","Lamperty, T., Chiok, W. X., Khoo, M. D. Y., Amir, Z., Baker, N., Chua, M. A. H., Chung, Y. F., Chua, Y. K., Koh, J. J.-M., Lee, B.-H., Lum, S. K. Y., Mendes, C. P., Ngiam, J., ODempsey, A., Png, K. G. C., Sovie, A. R., Tan, L., Teo, R., Thomas, N., & Luskin, M. S. (2023). Rewilding in Southeast Asia: Singapore as a case study. Conservation Science and Practice, 5(3), e12899. https://doi.org/10.1111/csp2.12899","https://doi.org/10.1111/csp2.12899","Rewilding, or the re-establishment of extirpated wildlife, is a method to restore biodiversity and ecosystem processes. This study focuses on Singapore, where a decade of camera trap data and expert input were used to analyze the recolonization of two large herbivores: sambar deer and wild pigs. Sambar deer (Rusa unicolor) escaped from captivity in the 1970s but have only colonized nearby forest fragments, maintaining low abundance. In contrast, wild pigs (Sus scrofa) naturally recolonized from Malaysia in the 1990s and have rapidly expanded their range and abundance across Singapore. The study highlights the different rewilding trajectories of sambar deer and wild pigs, suggesting varying conservation outcomes. Sambar deer may restore plant-animal interactions without significant management, while wild pigs may require active management to prevent hyperabundance and ecological impacts. Singapore's urbanization has transformed its forests and wildlife, leading to the local extinction of apex predators. However, successful regreening efforts have created habitats for previously extirpated vertebrates, paving the way for rewilding. The research utilized a combination of camera trap surveys, expert interviews, and literature reviews to reconstruct recolonization pathways and analyze habitat use of the two species. This represents the largest camera trap study in Singapore to date. The study site, Singapore, is a densely populated island with a tropical climate. The original vegetation was lowland rainforest, but urban development has significantly reduced natural habitats. Wild pigs were found to have a high reproductive rate and omnivorous diet, allowing for rapid population growth post-recolonization. They showed a preference for forest edges and proximity to urban areas, indicating their adaptability to urban landscapes. Sambar deer, on the other hand, have a more selective herbivorous diet and less tolerance for human activities, leading to negative habitat associations with urban areas. Their population growth has been slower compared to wild pigs. The study found that wild pigs' relative abundance increased significantly from 2012 to 2017, but there was a decline from 2017 to 2020, possibly indicating a carrying capacity limit or disease outbreak. Sambar deer recolonization was linked to escapes from zoos in the 1970s, and their population has remained low, with fluctuations observed in different regions of Singapore. They have not shown signs of overabundance. Unexpected detections of muntjac deer (Muntiacus muntjak) were recorded, indicating a failed instance of unassisted rewilding, suggesting that active management may be required for successful establishment. The study emphasizes the need for monitoring and management of wild pig populations to mitigate potential ecological impacts, while sambar deer may require less intervention. The findings contribute to understanding the dynamics of rewilding in urbanized landscapes and the ecological implications of reintroducing large herbivores. The research was funded by the National Parks Board of Singapore and other institutions, highlighting the collaborative effort in conservation science. The study's results underscore the complexities of rewilding, where species can have divergent trajectories and varying management needs based on their ecological roles and interactions. The data collected provides a foundation for future research on wildlife management and conservation strategies in urban environments. The authors recommend ongoing monitoring of both species to assess their ecological impacts and ensure sustainable population densities. This research serves as a case study for rewilding efforts in Southeast Asia, providing insights that may be applicable to other urbanized regions facing similar challenges."
"27","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/Low2012Proc._12th_Int._Coral_Reef_Symp.pdf","Low, J., & Lim, L. J. (2012). Conservation of our natural heritage: The Singapore experience. Proceedings of the 12th International Coral Reef Symposium, Cairns, Australia, 9-13 July 2012.","","Singapore is a highly urbanised city-state with a population of almost 5 million and a land area of approximately 710 km2. Despite the lack of large natural habitats, Singapore has a rich biodiversity found in its four Nature Reserves and numerous parks. Conservation efforts have traditionally focused on terrestrial flora and fauna, but recent initiatives have shifted towards marine environments. Key conservation milestones include the reversal of development works at Chek Jawa in December 2001, the legal protection of Sungei Buloh Wetland Reserve and Labrador Nature Reserve in 2002, and the adoption of a national biodiversity strategy in September 2009. The 'City in a Garden' concept aims to enhance urban natural infrastructure and engage the public in conservation efforts. Volunteerism has become a significant aspect of biodiversity conservation in Singapore, with citizen-science initiatives leading to the confirmation of 12 seagrass species and new records of coral reef fish. The Comprehensive Marine Biodiversity Survey project aims to document marine biodiversity and engage citizens in conservation. The Technical Committee on Coastal and Marine Environment was established in 2008 to address local sea space demands and support marine biodiversity research. The committee focuses on habitat enhancement, monitoring, and understanding anthropogenic impacts on marine environments. The Singapore Green Plan 2012 was launched in 2002 as a 10-year initiative to consolidate environmental sustainability efforts, including components for marine habitat monitoring. The National Biodiversity Strategy and Action Plan provides a framework for integrated conservation efforts in urban settings. The City in a Garden Programme emphasizes community ownership and aims to enhance marine habitats and native species. Research projects have revealed surprising findings, such as the connectivity of Singapore's coral reefs and the presence of previously thought extinct species. The Singapore Blue Plan, developed by civil society, aims to protect marine habitats and calls for the protection of 10% of Singapore's marine areas. The government has supported this initiative through comprehensive surveys of marine biodiversity. The Comprehensive Marine Biodiversity Survey, also known as the Mega-Marine Survey, documents species diversity and distribution in Singapore's marine ecosystems. It integrates citizen involvement with scientific research to enhance conservation efforts. TeamSeagrass is a collaboration that monitors seagrass species in Singapore, confirming the presence of 12 species, a significant increase from previous records. Reef Friends is a volunteer-based program that surveys coral reefs and documents new fish species. The International Coastal Cleanup Singapore mobilizes thousands of volunteers annually to clean shorelines and collect data on marine debris, raising awareness about marine conservation issues."
"28","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/PIIS259033222200207X.pdf","Richards, D.R., Belcher, R.N., Carrasco, L.R., Edwards, P.J., Fatichi, S., Hamel, P., Masoudi, M., McDonnell, M.J., Peleg, N., Stanley, M.C. (2022). Global variation in contributions to human well-being from urban vegetation ecosystem services. One Earth, 5, 522–533. https://doi.org/10.1016/j.oneear.2022.04.006","https://doi.org/10.1016/j.oneear.2022.04.006","Urban vegetation (UV) is expected to provide multiple socio-environmental benefits, but its effectiveness varies across different climatic and socio-economic contexts. This study quantifies seven contributions of UV in 2,148 cities in 2015, revealing that UV primarily contributes to green space and stormwater regulation, with less impact on air quality improvements. The study found that 1.3 billion people (55% of the study population) had sufficient access to green space, and on average, 33% of rainfall during extreme events is retained by vegetation. However, contributions from other ecosystem services were often small and varied significantly based on climate zone and human development. Urbanization poses significant environmental challenges, including increased greenhouse gas emissions and biodiversity loss. Urban vegetation can mitigate these challenges by providing ecosystem services such as carbon storage, stormwater management, and recreational spaces, but the benefits are not uniformly distributed across cities. The research highlights that while urban vegetation contributes to outdoor recreation and stormwater regulation, its effectiveness in reducing air pollution is limited in most cities. The contributions to carbon sequestration, coastal protection, shade provision, and land surface temperature reduction were generally smaller and highly variable. Statistical modeling was used to analyze the relationships between ecosystem service contributions, climate zones, and human development indices. The findings indicate that urban vegetation can enhance urban sustainability, but its contributions depend significantly on local climatic and socio-economic conditions. The study emphasizes the need for comprehensive assessments in urban planning to maximize the efficacy of nature-based solutions for improving urban sustainability and supporting human well-being. It also calls for tailored approaches to urban greening that consider local contexts. Geographic variation in ecosystem service contributions was observed, with significant differences across major cities. For instance, the proportional contribution to reducing land surface temperature was highest in northern cities, while contributions to retaining runoff were more substantial in dry and continental climates. The research underscores the importance of urban vegetation in achieving the United Nations Sustainable Development Goal of universal access to safe and inclusive urban green spaces. However, nearly half of the study population lacked proximate access to neighborhood green spaces. The findings suggest that urban vegetation's contributions to regulating land surface temperature, providing shade, and reducing particulate matter concentrations are often small compared to the magnitude of urban challenges. This indicates a need for more effective urban planning and governance. Future research should focus on the broader range of ecosystem services provided by urban vegetation, including cultural and educational values, and the potential for enhancing these services through urban planning and policy initiatives."
"29","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/People and Nature - 2019 - Richards - Urban ecosystems  A new frontier for payments for ecosystem services.pdf","Richards, D. R., & Thompson, B. S. (2019). Urban ecosystems: A new frontier for payments for ecosystem services. People and Nature, 1, 249–261. https://doi.org/10.1002/pan3.20","https://doi.org/10.1002/pan3.20","Urban ecosystems provide numerous benefits, including environmental regulation, recreation, and health improvements. However, they face pressures from urbanization, as their economic value is often overlooked compared to more profitable land uses. To promote sustainable urban development, new strategies are needed to incentivize the maintenance and enhancement of urban ecosystems. Payments for ecosystem services (PES) have been effective in rural areas but are rarely applied in urban contexts. Payments for urban ecosystem services (PUES) could facilitate the protection and management of urban ecosystems by compensating those who provide these services. Understanding the roles of various stakeholders is crucial for implementing PUES effectively. Different urban landowners, such as private commercial and non-commercial landowners, and public entities, have distinct motivations and capacities for providing ecosystem services, which will influence the design of PUES schemes. Urban density, land values, and land tenure will affect the viability of PUES projects. A better understanding of urban ecosystem service science is necessary to tailor PUES to specific urban contexts. PUES has the potential to become an innovative funding source for urban ecosystem management, leveraging the high density of stakeholders in cities to create mutually beneficial arrangements. Economic incentives can help protect and enhance urban ecosystem services, but the low economic returns from these services often hinder their management compared to more lucrative land uses. The article discusses the typologies of urban landowners and beneficiaries, highlighting how these groups can interact within PUES frameworks to achieve environmental goals. Public landowners, such as city governments, manage significant urban green spaces and may benefit from PUES schemes that cover management costs and enhance service delivery. Private commercial landowners may engage in PUES if it aligns with their business interests, such as reducing operational costs through improved ecosystem services. Private non-commercial landowners, like homeowners, may participate in PUES for personal benefits, such as aesthetics or recreational value, rather than for profit. The article outlines various types of PUES, including maintenance, improvement, offsetting, and philanthropic schemes, each with different goals and mechanisms for engagement. Maintenance PUES can help fund the upkeep of urban ecosystems that beneficiaries directly use, while improvement PUES can incentivize the creation of new services. Offsetting PUES can provide a mechanism for organizations to compensate for environmental harm caused by their activities, promoting ecological restoration. Philanthropic PUES allows organizations to finance ecosystem services for broader societal benefits, potentially enhancing their public image and stakeholder relations. The authors emphasize the need for PUES to be grounded in scientific evidence to ensure that ecosystem service benefits are accurately predicted and verified. Challenges for PUES in urban settings include high land values, fragmented land ownership, and the need for equitable participation across diverse urban populations. The article concludes that PUES can support urban ecosystem management and sustainability goals, but requires careful design to address the unique challenges of urban environments. Future research should focus on the specific conditions that enable successful PUES implementation in urban areas, considering local socio-economic contexts."
"30","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/People and Nature - 2020 - Oh - No evidence of an extinction of experience or emotional disconnect from nature in urban.pdf","Oh, R. R. Y., Fielding, K. S., Carrasco, R. L., & Fuller, R. A. (2020). No evidence of an extinction of experience or emotional disconnect from nature in urban Singapore. People and Nature, 2(4), 1196-1209. https://doi.org/10.1002/pan3.10148","https://doi.org/10.1002/pan3.10148","This study investigates the concept of 'extinction of experience', which suggests that urbanization leads to a loss of opportunities to experience nature, resulting in emotional disconnect from it. The authors repeat a 1996 study in Singapore to assess changes in experiences of nature and emotional connections over 22 years. The findings reveal that emotional connections with nature have increased among both greenspace users and non-users, despite unchanged frequency and duration of visits to greenspaces. The study also notes an increase in opportunities to experience local nature, as indicated by bird species richness and abundance. The research highlights that urban residents in Singapore do not exhibit an extinction of experience or emotional disconnect from nature, contradicting the prevailing belief that urbanization leads to such outcomes. The authors suggest that similar studies in different geographical and cultural contexts are necessary to explore variations in these experiences. The study site, Clementi, Singapore, has undergone significant ecological transformation since the 1800s, with over 95% of original forest cover cleared. Despite this, the study found that the number of bird species and the emotional connection to nature among residents remained stable or improved. Household surveys conducted in 2018 showed that 44.37% of respondents were aware of and used the greenspace, a slight increase from 1996. The study also found that the demographic composition of respondents had changed, with a significant increase in older and employed individuals. Bird surveys conducted in the same area indicated that bird species richness and abundance did not significantly decrease from 1996 to 2018, suggesting that opportunities for experiencing nature have not diminished despite urbanization. The authors argue that the increase in emotional connection to nature may be attributed to growing awareness of environmental issues and the integration of nature into urban planning in Singapore, such as the expansion of park connector networks. The study concludes that urban environments can still foster strong connections to nature, and that the extinction of experience is not an inevitable outcome of urbanization. This provides a hopeful perspective for urban conservation efforts. The research methodology involved structured interviews and bird surveys, replicating the original 1996 study as closely as possible to ensure comparability of results. The authors emphasize the importance of understanding the complex relationship between urbanization, experiences of nature, and emotional connections, suggesting that societal changes may have shifted the nature of these interactions."
"31","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/Song_2020_Environ._Res._Lett._15_114017.pdf","Xiao Ping Song, Hao Ran Lai, Lahiru S Wijedasa, Puay Yok Tan, Peter J Edwards, Daniel R Richards, Height–diameter allometry for the management of city trees in the tropics, Environmental Research Letters, 2020, 15, 114017.","https://doi.org/10.1088/1748-9326/abbbad","Urban trees provide significant ecosystem services, including environmental regulation and aesthetic enhancement. However, the benefits and hazards associated with trees depend on their size, which varies among species and changes over time. This study develops allometric models for 54 species of urban trees in Singapore, a region underrepresented in allometric literature. The research utilizes nationwide inspection records to analyze the height-diameter relationship of urban trees. The study compares the accuracy of single-species models and mixed-effects models, demonstrating how existing datasets can inform tree inspection and maintenance decisions. The study found that model parameters varied according to species' pruning intensity and maximum height, providing a heuristic for species selection in urban planting. The models can help identify trees at risk of structural failure and prioritize inspection efforts. The mixed-effects model provided a better fit for predicting tree height across species, explaining 81% of the variance in height. The study emphasizes the importance of integrating multiple datasets into urban tree management practices. The research highlights the potential of data-driven approaches to enhance urban tree management and the need for collaboration among stakeholders. An open-source R package, 'allometree', was developed to promote reproducibility and facilitate the application of allometric equations."
"32","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/brook.pdf","Barry W. Brook, Navjot S. Sodhi, Peter K. L. Ng. Catastrophic extinctions follow deforestation in Singapore. Nature, August 2003. doi:10.1038/nature01795.","https://doi.org/10.1038/nature01795","The looming mass extinction of biodiversity in the humid tropics is a major concern, yet most reports of extinctions in these regions are anecdotal or conjectural, lacking robust empirical data. This study reports on local extinctions among a wide range of terrestrial and freshwater taxa in Singapore in relation to habitat loss exceeding 95% over 183 years. Substantial rates of documented and inferred extinctions were found, especially for forest specialists, with the greatest proportion of extinct taxa (34–87%) in certain groups. The study utilized historical and modern checklists of species occurrences to estimate local extinctions. Since the British established a presence in Singapore in 1819, more than 95% of the original vegetation cover has been cleared. The remaining forest is primarily secondary regrowth, with less than 10% of it being primary forest. The overall loss of biodiversity in Singapore was at least 28%, with extinctions of butterflies, freshwater fish, birds, and mammals being particularly high (34–43%). In contrast, amphibians and reptiles suffered comparatively fewer extinctions (5–7%). The study predicts that the current unprecedented rate of habitat destruction in Southeast Asia will result in the loss of 13–42% of regional populations over the next century, with at least half of these representing global species extinctions. Most extinctions occurred among biota restricted to forest habitats, with the overall documented local extinction rate for forest specialists being 33%. The study emphasizes the need for large-scale conservation efforts to mitigate these regional extinction rates."
"33","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/data-04-00116-v2.pdf","Gaw, L.Y.-F., Yee, A.T.K., & Richards, D.R. (2019). A High-Resolution Map of Singapore’s Terrestrial Ecosystems. Data, 4(116). https://doi.org/10.3390/data4030116","https://doi.org/10.3390/data4030116","The natural and semi-natural areas within cities provide important refuges for biodiversity and many benefits to people. Understanding the spatial extent and configuration of different types of vegetated cover within a city is essential for studying urban ecology and quantifying the benefits of urban ecosystems. This article presents a high-resolution map of land cover for Singapore, classified into 12 terrestrial land classes using satellite images from WorldView and QuickBird. Approximately 50% of Singapore's land cover is vegetated, with freshwater covering about 6%. The overall accuracy of the map was 79%, with detailed class-specific errors provided. Mapping urban ecosystems is challenging due to their small and fragmented nature, compounded by cloud cover in tropical regions like Singapore. Urbanization has significantly altered the earth's surface, leading to deforestation and ecosystem loss. Urban areas, despite being highly built-up, can still host diverse wildlife and provide ecosystem services such as air cooling and flood regulation. Mapping these ecosystems is crucial for understanding their ecological value and benefits to urban residents. The study aimed to produce a high-resolution ecosystem map of Singapore updated to 2018, classifying imagery and evaluating classification accuracy. The dataset serves as a base layer for future urban ecological research and quantification of urban ecosystem services. The classified map covers a total non-marine area of 742.22 km2, with 359.06 km2 (49%) covered by vegetation and 46.63 km2 (6%) by freshwater features. The remaining area consists of built-up impervious surfaces (284.10 km2, 38%) and pervious surfaces (53.00 km2, 7%). To validate the accuracy of the map, random points were generated across the study area, with a stratified sample of 80 points per map class. The overall accuracy was 79%, with a kappa coefficient of 77%. The lowest accuracy was for freshwater marsh, often misclassified as water bodies. The study utilized a hybrid approach for classification, combining supervised machine learning with secondary spatial data. The classification process involved segmenting images into objects and applying a random forest algorithm to classify land cover types. High-resolution satellite images were acquired from DigitalGlobe's 'Discover' tool, with multiple images needed due to the limited swath width and cloud cover. The images captured between 2010 and 2018 were processed to create a comprehensive land cover map. The image pre-processing involved removing cloud-obscured areas and correcting reflectance. An object-based classification approach was used to avoid 'salt and pepper' effects, with a minimum mapping unit set to 300 pixels (approximately 5 m2). The classification process included refining land cover into more detailed land use classes, utilizing additional data sources for accuracy. The final map was error-checked and manually corrected to ensure high precision in classification."
"34","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/fenvs-09-610155.pdf","Tan BA, Gaw LY-F, Masoudi M, Richards DR (2021) Nature-Based Solutions for Urban Sustainability: An Ecosystem Services Assessment of Plans for Singapore’s First “Forest Town”. Front. Environ. Sci. 9:610155. doi: 10.3389/fenvs.2021.610155","https://doi.org/10.3389/fenvs.2021.610155","Rapid urbanization has put pressure on the environment, leading to the clearing of natural landscapes for infrastructure. Urban ecosystems can provide nature-based solutions to urbanization challenges, enhancing ecosystem services and urban livability. However, few urban developments have been designed with ecosystem services in mind due to a lack of modeling tools for urban planners. This study uses Singapore’s Tengah town as a case study to assess the impacts of nature-based solutions on ecosystem services through spatially explicit modeling. The proposed development is projected to result in declines in ecosystem services due to the removal of natural vegetation, but it performs better than older towns in Singapore for four out of six ecosystem services. The study aims to compare the ecosystem service provision of the proposed Tengah development against pre-development conditions and three older towns not designed with a focus on ecosystem services. The analysis uses indicators of six ecosystem services and has made the models publicly available for use in other tropical cities. Tengah town, located in western Singapore, will feature green and blue infrastructures, including a Central Park and a 5 km forest corridor to enhance ecological connectivity. The design is influenced by its history as a former Kampung, aiming to integrate nature into urban living. The study employs a spatially explicit modeling approach to assess ecosystem services, using existing datasets for Singapore, including maps of ecosystem cover, topography, and vegetation height. The models evaluate the impacts of urban design on services such as rainfall retention, air temperature reduction, and noise attenuation. Projected results indicate that the proposed development will lead to significant declines in ecosystem service provision, particularly in rainfall retention and noise attenuation. However, the proposed design is expected to improve public access to nature spaces, enhancing recreational opportunities. The study finds that the proposed Tengah development will provide higher ecosystem service provision compared to older towns, demonstrating the effectiveness of integrating nature-based solutions into urban design. The results suggest that urban planning can balance development with ecosystem service enhancement. The findings highlight the importance of incorporating green infrastructure throughout urban developments to maximize ecosystem service benefits. The study emphasizes the need for iterative feedback between ecologists and urban planners to ensure sustainable urban designs. The models developed in this study can be applied to other tropical cities, supporting the integration of ecosystem services principles in urban planning. The research contributes to the understanding of how urban designs can enhance ecosystem services in rapidly urbanizing areas. Overall, the study advocates for a paradigm shift in urban design towards nature-based solutions, which can improve urban ecosystem services and contribute to more sustainable and resilient cities."
"35","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/forests-10-00700.pdf","Dissegna, M. A., Yin, T., Wei, S., Richards, D., & Grêt-Regamey, A. (2019). 3-D Reconstruction of an Urban Landscape to Assess the Influence of Vegetation in the Radiative Budget. Forests, 10(8), 700. https://doi.org/10.3390/f10080700","https://doi.org/10.3390/f10080700","Increased urbanization and climate change have intensified the urban heat island (UHI) effect, especially in tropical cities. The UHI effect is primarily caused by urban surfaces that absorb, reflect, and emit radiation, which is influenced by urban geometry, surface materials, and vegetation cover. This study aims to analyze the contribution of vegetation to the radiative budget of urban landscapes through a detailed 3-D model of Singapore. A detailed 3-D model of Singapore was reconstructed using a combination of free and commercial Earth Observation data. The 3-D Discrete Anisotropic Radiative Transfer (DART) model was adapted to estimate the radiation absorbed by urban surfaces while accounting for vegetation cover and varying Leaf Area Density (LAD) conditions. The presence of trees significantly reduced the absorbed radiation by buildings and ground. For instance, in a residential low-building neighborhood with low tree cover, the reduction of absorbed radiation was up to 15.5% for a LAD of 1. Field validation showed good agreement between DART-simulated shortwave exitance and actual measurements from a net radiometer. The study highlights the importance of understanding the interactions between urban vegetation and the radiative budget to mitigate the UHI effect and develop climate-resilient urban spaces. The methodology can be applied for neighborhood-scale analysis in any urban area. The research utilized terrestrial LiDAR scanning to measure Leaf Area Density (LAD) and conducted radiative transfer simulations using the DART model. The simulations were performed for a specific date, considering atmospheric conditions and varying LAD values. Results indicated that the amount of shortwave radiation absorbed by ground and buildings decreased with increasing LAD values. For example, at 13:00, the absorbed radiation was 838.2 W/m2 without trees and 708.4 W/m2 with trees at LAD = 1. The study compared different urban typologies in Singapore, revealing that 'T1 Residential low rise' had the highest absorbed radiation, while 'T5 Secondary forest' had the lowest. The presence of vegetation significantly influenced the radiative budget. Field validation of the DART model showed a strong correlation (R2 = 0.9633) with net radiometer measurements, confirming the model's accuracy in simulating shortwave exitance. The research emphasizes the need for accurate modeling of urban vegetation and surface materials to improve the understanding of urban microclimates and inform urban planning strategies. Future work could explore the effects of different aerosol optical depths, ground materials, and vegetation properties on the radiative budget, enhancing the applicability of the DART model in urban studies."
